# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 2)   1.391 us    |  mutex_unlock();
 3)   4.203 us    |      }
 0)               |    mutex_lock() {
 3)   5.010 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 3)   0.465 us    |    mutex_unlock();
 0)   0.462 us    |          mutex_spin_on_owner();
 1)   0.438 us    |    mutex_lock();
 3)   7.851 us    |  }
 0)   1.569 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.627 us    |        }
 3)               |    mutex_lock() {
 1)   3.417 us    |  }
 0)   4.413 us    |      }
 3)               |      __mutex_lock_slowpath() {
 0)   5.223 us    |    }
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 3)   1.023 us    |          mutex_spin_on_owner();
 1)               |  do_syscall_64() {
 0)   0.444 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 0)   8.159 us    |  }
 3)   2.178 us    |        }
 1)               |      __mutex_lock_slowpath() {
 3)   2.955 us    |      }
 1)               |        __mutex_lock.isra.0() {
 3)   3.810 us    |    }
 1)   1.416 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.435 us    |    mutex_unlock();
 0)   0.489 us    |    mutex_lock();
 3)   6.726 us    |  }
 1)   1.368 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.438 us    |    mutex_unlock();
 0)   3.345 us    |  }
 3)               |  do_syscall_64() {
 1)   4.293 us    |        }
 1)   5.091 us    |      }
 3)               |    mutex_lock() {
 1)   5.982 us    |    }
 3)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_start */
 3)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 3)   0.555 us    |          mutex_spin_on_owner();
 1)   0.447 us    |    mutex_unlock();
 0)   0.483 us    |    mutex_lock();
 1)   9.125 us    |  }
 3)   1.608 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.465 us    |  }
 3)   3.708 us    |        }
 1)               |    mutex_lock() {
 3)   4.485 us    |      }
 3)   5.288 us    |    }
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 1)   0.726 us    |          mutex_spin_on_owner();
 3)   0.450 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 3)   8.255 us    |  }
 1)   1.425 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.405 us    |  }
 1)   3.675 us    |        }
 3)               |    mutex_lock() {
 1)   4.458 us    |      }
 1)   5.295 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 3)   0.702 us    |          mutex_spin_on_owner();
 1)   0.477 us    |    mutex_unlock();
 0)               |    mutex_lock() {
 1)   8.214 us    |  }
 3)   1.758 us    |        }
 0)               |      __mutex_lock_slowpath() {
 3)   2.547 us    |      }
 0)               |        __mutex_lock.isra.0() {
 3)   3.348 us    |    }
 0)   1.490 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 3)   0.435 us    |    mutex_unlock();
 1)   0.486 us    |    mutex_lock();
 3)   6.327 us    |  }
 0)   1.365 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.432 us    |    mutex_unlock();
 1)   3.339 us    |  }
 3)               |  do_syscall_64() {
 0)   4.307 us    |        }
 0)   5.093 us    |      }
 3)               |    mutex_lock() {
 0)   5.987 us    |    }
 3)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_stop */
 3)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.486 us    |    mutex_unlock();
 3)   0.474 us    |          mutex_spin_on_owner();
 1)   0.444 us    |    mutex_lock();
 0)   8.993 us    |  }
 3)   1.611 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.477 us    |  }
 3)   3.765 us    |        }
 0)               |    mutex_lock() {
 3)   4.548 us    |      }
 0)               |      __mutex_lock_slowpath() {
 3)   5.352 us    |    }
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.849 us    |          mutex_spin_on_owner();
 3)   0.438 us    |    mutex_unlock();
 1)   0.444 us    |    mutex_lock();
 3)   8.208 us    |  }
 0)   1.488 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.441 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.405 us    |  }
 0)   3.867 us    |        }
 3)               |    mutex_lock() {
 0)   4.644 us    |      }
 3)               |      __mutex_lock_slowpath() {
 0)   5.481 us    |    }
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_start */
 3)   0.753 us    |          mutex_spin_on_owner();
 1)               |  do_syscall_64() {
 0)   0.447 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 0)   8.457 us    |  }
 3)   1.883 us    |        }
 1)               |      __mutex_lock_slowpath() {
 3)   2.666 us    |      }
 1)               |        __mutex_lock.isra.0() {
 3)   3.464 us    |    }
 1)   1.464 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.438 us    |    mutex_unlock();
 0)   0.495 us    |    mutex_lock();
 3)   6.371 us    |  }
 1)   1.611 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.477 us    |  }
 1)   4.584 us    |        }
 3)               |    mutex_lock() {
 1)   5.367 us    |      }
 1)   6.282 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 3)   0.648 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 0)   0.441 us    |    mutex_lock();
 1)   9.228 us    |  }
 3)   1.566 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.447 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.420 us    |  }
 3)   3.741 us    |        }
 1)               |    mutex_lock() {
 3)   4.527 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   5.325 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)   0.849 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 3)   0.456 us    |    mutex_unlock();
 0)   0.437 us    |    mutex_lock();
 3)   8.310 us    |  }
 1)   1.818 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.656 us    |  }
 1)   4.224 us    |        }
 3)               |    mutex_lock() {
 1)   5.004 us    |      }
 3)               |      __mutex_lock_slowpath() {
 1)   5.847 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 3)   0.888 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 1)   0.447 us    |    mutex_unlock();
 0)   0.447 us    |    mutex_lock();
 1)   8.733 us    |  }
 3)   1.539 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.399 us    |  }
 3)   3.957 us    |        }
 3)   4.740 us    |      }
 1)               |    mutex_lock() {
 3)   5.544 us    |    }
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 1)   0.693 us    |          mutex_spin_on_owner();
 3)   0.447 us    |    mutex_unlock();
 0)   0.459 us    |    mutex_lock();
 3)   8.709 us    |  }
 1)   1.533 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.351 us    |  }
 1)   3.762 us    |        }
 1)   4.545 us    |      }
 3)               |    mutex_lock() {
 1)   5.349 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 3)   0.693 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 1)   8.336 us    |  }
 3)   1.335 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.294 us    |  }
 3)   3.545 us    |        }
 3)   4.325 us    |      }
 1)               |    mutex_lock() {
 3)   5.132 us    |    }
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 1)   0.660 us    |          mutex_spin_on_owner();
 3)   0.471 us    |    mutex_unlock();
 0)   0.441 us    |    mutex_lock();
 3)   8.117 us    |  }
 1)   1.614 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.432 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.462 us    |  }
 1)   3.897 us    |        }
 3)               |    mutex_lock() {
 1)   4.683 us    |      }
 3)               |      __mutex_lock_slowpath() {
 1)   5.484 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.990 us    |          mutex_spin_on_owner();
 1)   0.438 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 1)   8.496 us    |  }
 3)   1.356 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.447 us    |    mutex_unlock();
 0)   3.417 us    |  }
 1)               |  do_syscall_64() {
 3)   3.882 us    |        }
 3)   4.671 us    |      }
 1)               |    mutex_lock() {
 3)   5.475 us    |    }
 3)               |  /* mutex_start */
 1)               |      __mutex_lock_slowpath() {
 0)               |  do_syscall_64() {
 1)   0.816 us    |        __mutex_lock.isra.0();
 3)   0.441 us    |    mutex_unlock();
 0)               |    mutex_lock() {
 3)   8.409 us    |  }
 1)   1.938 us    |      }
 0)               |      __mutex_lock_slowpath() {
 1)   2.760 us    |    }
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 0)   1.209 us    |          mutex_spin_on_owner();
 3)               |  do_syscall_64() {
 1)   0.432 us    |    mutex_unlock();
 3)               |    mutex_lock() {
 1)   5.871 us    |  }
 0)   2.262 us    |        }
 3)               |      __mutex_lock_slowpath() {
 0)   3.048 us    |      }
 3)               |        __mutex_lock.isra.0() {
 0)   3.927 us    |    }
 3)   1.431 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.441 us    |    mutex_unlock();
 1)   0.486 us    |    mutex_lock();
 0)   6.915 us    |  }
 3)   1.587 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.456 us    |  }
 3)   4.470 us    |        }
 0)               |    mutex_lock() {
 3)   5.247 us    |      }
 0)               |      __mutex_lock_slowpath() {
 3)   6.108 us    |    }
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 0)   0.888 us    |          mutex_spin_on_owner();
 1)               |  do_syscall_64() {
 3)   0.459 us    |    mutex_unlock();
 1)   0.486 us    |    mutex_lock();
 3)   9.078 us    |  }
 0)   1.512 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.359 us    |  }
 0)   3.939 us    |        }
 3)               |    mutex_lock() {
 0)   4.719 us    |      }
 3)               |      __mutex_lock_slowpath() {
 0)   5.556 us    |    }
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 3)   0.741 us    |          mutex_spin_on_owner();
 0)   0.438 us    |    mutex_unlock();
 1)   0.438 us    |    mutex_lock();
 0)   8.400 us    |  }
 3)   1.431 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.438 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.279 us    |  }
 3)   3.720 us    |        }
 3)   4.506 us    |      }
 0)               |    mutex_lock() {
 3)   5.307 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_start */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 0)   0.630 us    |          mutex_spin_on_owner();
 3)   0.450 us    |    mutex_unlock();
 1)   0.441 us    |    mutex_lock();
 3)   8.316 us    |  }
 0)   1.563 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.393 us    |  }
 0)   3.723 us    |        }
 0)   4.515 us    |      }
 3)               |    mutex_lock() {
 0)   5.310 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.681 us    |          mutex_spin_on_owner();
 0)   0.450 us    |    mutex_unlock();
 1)   0.438 us    |    mutex_lock();
 0)   8.295 us    |  }
 3)   1.407 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.387 us    |  }
 3)   3.612 us    |        }
 3)   4.407 us    |      }
 0)               |    mutex_lock() {
 3)   5.220 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.666 us    |          mutex_spin_on_owner();
 3)   0.450 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 3)   8.100 us    |  }
 0)   1.800 us    |        }
 1)               |      __mutex_lock_slowpath() {
 0)   2.580 us    |      }
 1)               |        __mutex_lock.isra.0() {
 0)   3.384 us    |    }
 1)   1.542 us    |          mutex_spin_on_owner();
