# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 1)   2.346 us    |    } /* mutex_lock */
 1)   0.366 us    |          mutex_spin_on_owner();
 1)   0.627 us    |          mutex_spin_on_owner();
 1)   1.693 us    |        }
 1)   2.035 us    |      }
 1)   2.377 us    |    }
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   3.673 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.214 us    |          mutex_spin_on_owner();
 1)   0.747 us    |        }
 1)   1.092 us    |      }
 1)   1.433 us    |    }
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   2.775 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.461 us    |          mutex_spin_on_owner();
 1)   0.651 us    |          mutex_spin_on_owner();
 1)   1.814 us    |        }
 1)   2.160 us    |      }
 1)   2.503 us    |    }
 1)               |  /* mutex_start */
 1)   0.209 us    |    mutex_unlock();
 1)   3.839 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.270 us    |          mutex_spin_on_owner();
 1)   0.645 us    |          mutex_spin_on_owner();
 1)   1.631 us    |        }
 1)   1.976 us    |      }
 1)   2.322 us    |    }
 1)               |  /* mutex_stop */
 1)   0.202 us    |    mutex_unlock();
 1)   3.627 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.337 us    |          mutex_spin_on_owner();
 1)   0.701 us    |          mutex_spin_on_owner();
 1)   1.809 us    |        }
 1)   2.250 us    |      }
 1)   2.597 us    |    }
 1)               |  /* mutex_start */
 1)   0.200 us    |    mutex_unlock();
 1)   3.965 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.200 us    |          mutex_spin_on_owner();
 1)   0.668 us    |          mutex_spin_on_owner();
 1)   1.571 us    |        }
 1)   1.914 us    |      }
 1)   2.258 us    |    }
 1)               |  /* mutex_stop */
 1)   0.210 us    |    mutex_unlock();
 1)   3.562 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.344 us    |          mutex_spin_on_owner();
 1)   0.682 us    |          mutex_spin_on_owner();
 1)   1.732 us    |        }
 1)   2.067 us    |      }
 1)   2.418 us    |    }
 1)               |  /* mutex_start */
 1)   0.201 us    |    mutex_unlock();
 1)   3.725 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.421 us    |          mutex_spin_on_owner();
 1)   0.630 us    |          mutex_spin_on_owner();
 1)   1.762 us    |        }
 1)   2.098 us    |      }
 1)   2.448 us    |    }
 1)               |  /* mutex_stop */
 1)   0.209 us    |    mutex_unlock();
 1)   3.809 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.220 us    |          mutex_spin_on_owner();
 1)   0.748 us    |        }
 1)   1.092 us    |      }
 1)   1.435 us    |    }
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   2.779 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.218 us    |          mutex_spin_on_owner();
 1)   0.684 us    |          mutex_spin_on_owner();
 1)   1.651 us    |        }
 1)   1.988 us    |      }
 1)   2.338 us    |    }
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   3.630 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.483 us    |          mutex_spin_on_owner();
 1)   0.600 us    |          mutex_spin_on_owner();
 1)   1.799 us    |        }
 1)   2.136 us    |      }
 1)   2.517 us    |    }
 1)               |  /* mutex_start */
 1)   0.209 us    |    mutex_unlock();
 1)   3.791 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.224 us    |          mutex_spin_on_owner();
 1)   0.752 us    |        }
 1)   1.096 us    |      }
 1)   1.440 us    |    }
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   2.780 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.314 us    |          mutex_spin_on_owner();
 1)   0.626 us    |          mutex_spin_on_owner();
 1)   1.727 us    |        }
 1)   2.063 us    |      }
 1)   2.413 us    |    }
 1)               |  /* mutex_start */
 1)   0.200 us    |    mutex_unlock();
 1)   3.774 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.213 us    |          mutex_spin_on_owner();
 1)   0.660 us    |          mutex_spin_on_owner();
 1)   1.632 us    |        }
 1)   1.976 us    |      }
 1)   2.316 us    |    }
 1)               |  /* mutex_stop */
 1)   0.208 us    |    mutex_unlock();
 1)   3.642 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.301 us    |          mutex_spin_on_owner();
 1)   0.681 us    |          mutex_spin_on_owner();
 1)   1.696 us    |        }
 1)   2.039 us    |      }
 1)   2.381 us    |    }
 1)               |  /* mutex_start */
 1)   0.207 us    |    mutex_unlock();
 1)   3.722 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.214 us    |          mutex_spin_on_owner();
 1)   0.739 us    |        }
 1)   1.081 us    |      }
 1)   1.424 us    |    }
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   2.790 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.379 us    |          mutex_spin_on_owner();
 1)   0.639 us    |          mutex_spin_on_owner();
 1)   1.724 us    |        }
 1)   2.065 us    |      }
 1)   2.406 us    |    }
 1)               |  /* mutex_start */
 1)   0.216 us    |    mutex_unlock();
 1)   3.758 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.263 us    |          mutex_spin_on_owner();
 1)   0.585 us    |          mutex_spin_on_owner();
 1)   1.560 us    |        }
 1)   1.894 us    |      }
 1)   2.245 us    |    }
 1)               |  /* mutex_stop */
 1)   0.235 us    |    mutex_unlock();
 1)   3.544 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.405 us    |          mutex_spin_on_owner();
 1)   0.915 us    |        }
 1)   1.243 us    |      }
 1)   1.619 us    |    }
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   2.870 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.305 us    |          mutex_spin_on_owner();
 1)   0.675 us    |          mutex_spin_on_owner();
 1)   1.692 us    |        }
 1)   2.025 us    |      }
 1)   2.374 us    |    }
 1)               |  /* mutex_stop */
 1)   0.208 us    |    mutex_unlock();
 1)   3.735 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.212 us    |          mutex_spin_on_owner();
 1)   0.705 us    |        }
 1)   1.041 us    |      }
 1)   1.481 us    |    }
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   2.824 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.210 us    |          mutex_spin_on_owner();
 1)   0.706 us    |          mutex_spin_on_owner();
 1)   1.661 us    |        }
 1)   2.005 us    |      }
 1)   2.346 us    |    }
 1)               |  /* mutex_stop */
 1)   0.214 us    |    mutex_unlock();
 1)   3.645 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.354 us    |          mutex_spin_on_owner();
 1)   0.639 us    |          mutex_spin_on_owner();
 1)   1.695 us    |        }
 1)   2.036 us    |      }
 1)   2.378 us    |    }
 1)               |  /* mutex_start */
 1)   0.207 us    |    mutex_unlock();
 1)   3.687 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.274 us    |          mutex_spin_on_owner();
 1)   0.668 us    |          mutex_spin_on_owner();
 1)   1.649 us    |        }
 1)   1.986 us    |      }
 1)   2.328 us    |    }
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   3.668 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.351 us    |          mutex_spin_on_owner();
 1)   0.634 us    |          mutex_spin_on_owner();
 1)   1.688 us    |        }
 1)   2.029 us    |      }
 1)   2.371 us    |    }
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   3.729 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.212 us    |          mutex_spin_on_owner();
 1)   0.706 us    |          mutex_spin_on_owner();
 1)   1.627 us    |        }
 1)   1.969 us    |      }
 1)   2.311 us    |    }
 1)               |  /* mutex_stop */
 1)   0.214 us    |    mutex_unlock();
 1)   3.610 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.348 us    |          mutex_spin_on_owner();
 1)   0.642 us    |          mutex_spin_on_owner();
 1)   1.704 us    |        }
 1)   2.040 us    |      }
 1)   2.390 us    |    }
 1)               |  /* mutex_start */
 1)   0.234 us    |    mutex_unlock();
 1)   3.738 us    |  }
 1)               |  do_syscall_64() {
 1)   0.215 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.532 us    |  }
 1)               |  do_syscall_64() {
 1)   0.224 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.648 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.661 us    |          mutex_spin_on_owner();
 1)   0.690 us    |          mutex_spin_on_owner();
 1)   2.050 us    |        }
 1)   2.391 us    |      }
 1)   2.782 us    |    }
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   4.102 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.302 us    |          mutex_spin_on_owner();
 1)   0.669 us    |          mutex_spin_on_owner();
 1)   1.681 us    |        }
 1)   2.017 us    |      }
 1)   2.361 us    |    }
 1)               |  /* mutex_start */
 1)   0.208 us    |    mutex_unlock();
 1)   3.717 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.269 us    |          mutex_spin_on_owner();
 1)   0.645 us    |          mutex_spin_on_owner();
 1)   1.618 us    |        }
 1)   1.955 us    |      }
 1)   2.303 us    |    }
 1)               |  /* mutex_stop */
 1)   0.210 us    |    mutex_unlock();
 1)   3.597 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.313 us    |          mutex_spin_on_owner();
 1)   0.793 us    |          mutex_spin_on_owner();
 1)   1.815 us    |        }
 1)   2.155 us    |      }
 1)   2.502 us    |    }
 1)               |  /* mutex_start */
 1)   0.194 us    |    mutex_unlock();
 1)   3.784 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.318 us    |          mutex_spin_on_owner();
 1)   0.667 us    |          mutex_spin_on_owner();
 1)   1.764 us    |        }
 1)   2.108 us    |      }
 1)   2.450 us    |    }
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   3.802 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.212 us    |          mutex_spin_on_owner();
 1)   0.763 us    |        }
 1)   1.102 us    |      }
 1)   1.450 us    |    }
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   2.784 us    |  }
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 1)   0.322 us    |          mutex_spin_on_owner();
